Month,Income,Food,Travel,Rent,Shopping,Bills,Entertainment,Total_Expense,Savings
Sep,60667,5138,6043,15707,7312,1354,5551,41105,19562
Oct,85842,9213,1025,18372,8727,1250,2663,41250,44592
Jun,55843,4416,7184,12948,4679,4549,3209,36985,18858
Oct,70808,12471,6275,27607,4910,2867,1779,55909,14899
May,50543,11617,3024,25707,5651,738,1052,47789,2754
Jan,92780,9051,2378,28010,1352,3195,5288,49274,43506
Jun,26611,3584,4605,29433,2263,1816,2586,44287,-17676
Jun,66902,3046,4130,28475,2826,2804,4394,45675,21227
Mar,53043,8984,5879,16079,5378,607,5075,42002,11041
Aug,25271,4165,7167,13216,2605,2104,3473,32730,-7459
Jan,92867,14215,7453,15006,4398,2408,1653,45133,47734
Jan,97089,7719,4309,6225,5551,2730,4658,31192,65897
Jun,78745,9222,3319,6248,4006,4277,1454,28526,50219
Oct,82077,3176,6215,20869,2004,866,3077,36207,45870
Jan,79119,8411,6479,26410,6967,3409,4288,55964,23155
Jun,31573,10074,3407,24226,7428,4094,3568,52797,-21224
Jan,41409,12352,3577,10698,3078,3421,735,33861,7548
Jun,44464,11223,4330,22966,3495,4768,4251,51033,-6569
Mar,62840,5288,1558,9848,3261,2240,4143,26338,36502
Aug,68785,14718,6818,14905,2737,3318,1608,44104,24681
Jun,40662,3315,2989,16783,4096,1853,2296,31332,9330
Nov,38228,2892,4148,18388,8927,951,3973,39279,-1051
Jan,80721,7169,5766,8138,3444,4916,5785,35218,45503
May,69223,10298,6188,26139,1336,2946,1890,48797,20426
Aug,27386,5080,3764,22901,3983,2735,3631,42094,-14708
Mar,26862,10936,7680,15924,10159,4009,2711,51419,-24557
Dec,60108,8466,6523,9642,7998,1384,5849,39862,20246
Jun,95023,10813,4101,10196,5998,4019,5477,40604,54419
May,47201,7090,2793,16155,9863,1242,3141,40284,6917
Jun,88578,6240,1174,17055,10495,2539,3728,41231,47347
Oct,69966,11012,2378,25152,11862,3062,1426,54892,15074
Jan,74774,2411,6757,11198,11798,1760,3421,37345,37429
Jul,30386,10305,1511,13072,9187,4776,3456,42307,-11921
Sep,97228,4446,1293,20965,10906,2834,4327,44771,52457
Feb,35225,5346,732,14688,3595,885,3945,29191,6034
Oct,36693,14411,6297,16919,3970,1102,5861,48560,-11867
May,92197,2085,3527,26942,4269,942,4538,42303,49894
Oct,63021,9749,5941,14927,11793,3807,620,46837,16184
Apr,38261,6142,4109,19059,1478,3132,1465,35385,2876
Jun,47378,9087,2673,19649,1843,4467,2549,40268,7110
Jun,31937,9368,3884,22727,2625,3801,4713,47118,-15181
Nov,86330,11764,5106,10490,2880,2801,4219,37260,49070
Feb,67366,7834,6103,26719,11309,4950,4413,61328,6038
Feb,92322,12197,2828,21432,9696,4066,5234,55453,36869
Apr,60160,14271,1297,10916,9301,2976,4324,43085,17075
Jan,65313,2803,7621,23894,10597,4510,4969,54394,10919
Sep,47032,8719,7546,27609,5492,2889,3679,55934,-8902
Jul,37358,13526,5902,16526,4480,2330,3870,46634,-9276
Dec,81710,8085,7294,25044,9542,4573,4004,58542,23168
Jul,68821,13541,4184,6746,10749,3914,4541,43675,25146
Mar,48365,11261,4987,13170,4042,2766,2423,38649,9716
Nov,33189,12861,4977,5633,3836,1095,5638,34040,-851
Dec,96749,14333,6859,28364,9078,690,4316,63640,33109
Mar,27248,12963,3089,17889,8874,3962,3591,50368,-23120
Jan,24369,14827,5201,24104,7564,1143,2276,55115,-30746
Mar,83763,6182,4711,21559,4628,4689,1271,43040,40723
Mar,28050,11600,1008,20140,6017,1618,5156,45539,-17489
Apr,48605,13932,6914,13152,11233,4267,4077,53575,-4970
Apr,69616,2264,1963,20718,9302,2167,2038,38452,31164
Mar,74479,14040,3862,24741,10957,1605,3367,58572,15907
Oct,60883,5093,3610,9392,8606,4935,4049,35685,25198
Dec,53055,6798,1547,10379,2201,3355,1303,25583,27472
Aug,88731,11665,5371,27354,11664,2659,5276,63989,24742
Aug,27450,10143,5662,13666,11567,4898,3769,49705,-22255
Jan,22925,14473,5789,14838,7003,4646,678,47427,-24502
Jul,70272,2325,4935,6958,1010,1305,1114,17647,52625
Nov,25310,3206,668,11679,11493,1200,2254,30500,-5190
Feb,51817,14684,6434,20921,10781,4291,546,57657,-5840
Jan,64528,11696,2061,18348,2501,2300,4183,41089,23439
Mar,75779,13726,7305,12348,9320,2407,3034,48140,27639
Apr,96310,3440,6786,10884,8905,1636,715,32366,63944
Jun,35457,7184,3672,17312,4603,4631,3439,40841,-5384
Oct,62311,11147,1074,29924,5195,1122,3399,51861,10450
May,23980,10746,6224,13828,1289,3396,3376,38859,-14879
Apr,40886,7136,2242,24998,6688,1915,5604,48583,-7697
Aug,97112,13446,5070,8820,8393,2562,1736,40027,57085
Nov,70877,14331,4516,9322,10868,3187,1507,43731,27146
Dec,56181,10140,2858,10467,8605,4762,5329,42161,14020
Apr,53262,7819,7727,17325,11036,2188,2638,48733,4529
Oct,20947,10069,4524,10502,3693,4658,4910,38356,-17409
Dec,20022,14769,7696,27763,11019,702,2659,64608,-44586
Feb,21128,4036,1030,22588,10562,2038,3684,43938,-22810
Mar,99522,11478,1490,11449,9374,1624,873,36288,63234
Jun,52322,11389,2620,29923,1350,1394,1786,48462,3860
Aug,68929,7560,6013,22587,4586,2055,867,43668,25261
Aug,29808,14853,5464,27942,6915,2950,4973,63097,-33289
Nov,72882,12459,2941,5982,10593,1286,5424,38685,34197
Sep,41725,5629,6377,13923,11947,1475,5420,44771,-3046
Jul,92534,13657,3028,19989,6584,4788,4425,52471,40063
Feb,59950,10963,3020,27912,3849,3446,5269,54459,5491
Aug,40557,7314,4908,28039,5435,2699,3616,52011,-11454
Jul,41825,4456,1961,26983,7404,4377,1794,46975,-5150
Aug,28998,10662,1451,18429,4927,4981,4476,44926,-15928
Dec,56080,3370,6967,27074,7514,3779,673,49377,6703
Mar,77797,9629,5608,19396,8440,3536,4631,51240,26557
Jul,35802,13324,1464,15792,6816,4575,4897,46868,-11066
Oct,31167,10863,2634,10905,7592,4767,5481,42242,-11075
Sep,62407,3174,4954,27715,6825,836,2580,46084,16323
Mar,33338,2110,1194,9073,4488,4167,4334,25366,7972
Oct,96289,5559,2744,24278,2895,3439,2929,41844,54445
Jun,91520,8692,3303,7234,3908,1104,3273,27514,64006
Feb,38895,11218,4411,20273,2411,3036,1192,42541,-3646
Feb,67910,13746,3524,12631,6457,1165,5190,42713,25197
May,85898,5233,1908,27243,11135,3417,3529,52465,33433
May,23454,14631,5737,29739,4999,1732,1373,58211,-34757
Jul,80797,3472,5093,22831,6448,4287,4914,47045,33752
Dec,70637,12571,5503,17061,9847,851,3596,49429,21208
Feb,25349,6872,3478,21485,7292,2261,1257,42645,-17296
Nov,59963,13163,961,28818,9541,3395,4124,60002,-39
Jul,95583,12573,2117,16899,8008,4266,2606,46469,49114
May,27750,13482,7613,28704,2143,3024,4772,59738,-31988
Jun,42463,6753,7914,18738,1397,1649,2065,38516,3947
Aug,94935,3833,6877,15850,1645,4850,3616,36671,58264
Oct,78792,7928,916,21919,8606,569,4023,43961,34831
Dec,33686,10645,6086,28884,5132,1077,808,52632,-18946
Apr,83528,8816,6101,23084,3234,4584,653,46472,37056
Jul,42787,2740,1888,12039,11964,2950,1466,33047,9740
Jun,34776,9256,6796,12114,10675,628,1663,41132,-6356
Oct,77427,4380,4867,17411,11426,2006,3316,43406,34021
Feb,81086,12549,4987,12469,11175,4588,884,46652,34434
Aug,83308,11635,3094,20003,2962,2148,4219,44061,39247
Oct,35797,5680,5320,11492,1809,3667,3295,31263,4534
Sep,25302,11940,2246,9344,7473,3048,5219,39270,-13968
May,83172,4401,4001,6971,8483,1979,1556,27391,55781
Oct,58059,13363,6270,18582,5415,2302,2231,48163,9896
Apr,20908,14432,6832,14644,7618,507,3942,47975,-27067
Jun,80252,9177,3359,22096,9705,719,2169,47225,33027
Aug,32877,4006,4478,8655,9525,1224,4576,32464,413
Nov,34239,11978,7919,20342,11704,4697,4527,61167,-26928
Mar,47313,3409,4990,17534,5819,2549,4274,38575,8738
Oct,62103,3762,5257,17768,1007,4285,1959,34038,28065
Nov,68408,2909,1352,27625,6815,4412,505,43618,24790
Nov,30534,2760,3790,11472,11195,3242,5286,37745,-7211
Jan,63060,8638,7237,29144,9132,1270,2141,57562,5498
Apr,37189,7612,6833,14640,6414,1239,4329,41067,-3878
Apr,30967,5240,6877,25032,11320,4795,5850,59114,-28147
Jan,85563,12881,2211,10124,10490,4621,5380,45707,39856
Sep,28660,2530,6875,13650,3946,2517,1116,30634,-1974
Mar,59823,11551,7001,7843,6736,4697,1385,39213,20610
May,75842,14010,3025,29357,2844,696,2570,52502,23340
Jun,29616,12219,4146,21976,4611,1009,660,44621,-15005
Aug,95976,4560,2530,5497,8559,2495,1717,25358,70618
Jun,68738,4177,736,7134,9184,1514,4678,27423,41315
Mar,33107,7103,1556,23833,6686,3601,667,43446,-10339
Jun,81404,9706,2760,10412,4065,1422,4412,32777,48627
Jan,35954,3537,6191,28832,10294,2846,3202,54902,-18948
Apr,36943,11465,2926,9292,1679,3704,3102,32168,4775
Jun,60725,4781,1525,5026,8190,2291,4939,26752,33973
Jul,65434,2946,1408,17108,6347,2055,4607,34471,30963
Nov,30110,7257,949,19470,5047,520,4105,37348,-7238
Nov,36462,11490,1068,7253,1009,2422,2053,25295,11167
Oct,99232,7097,3998,25026,7463,1564,949,46097,53135
Mar,74081,4511,3360,25039,6321,2483,5169,46883,27198
Sep,72799,4188,6269,16490,5216,2399,4527,39089,33710
Dec,86567,8063,2826,18379,11378,4043,3037,47726,38841
Dec,71224,2881,4809,17649,9865,1466,5786,42456,28768
Jul,76063,3847,6370,14475,8734,3006,3209,39641,36422
Jan,75240,8599,1808,19993,8506,1013,5060,44979,30261
Feb,37868,3975,1217,6086,11219,4074,3457,30028,7840
Jan,95973,8577,1469,29406,2456,3615,3164,48687,47286
Nov,42222,7726,3845,7015,1043,540,2289,22458,19764
Sep,99794,14460,7678,26451,8326,762,4602,62279,37515
Sep,83924,6568,7514,14907,11086,1532,3734,45341,38583
Jul,98513,9163,7714,12123,8776,3624,5814,47214,51299
Oct,74649,13156,6261,18934,11478,2319,818,52966,21683
Mar,30223,8582,2985,12084,5570,627,2677,32525,-2302
May,68166,13255,4155,24847,3571,3078,2656,51562,16604
Apr,59369,13320,3218,25725,10607,3513,3053,59436,-67
Jul,89392,10689,1403,27805,9200,3711,928,53736,35656
Sep,79526,4216,1950,19248,6632,1393,4839,38278,41248
Dec,32661,11180,1955,9467,2862,3306,2985,31755,906
Feb,35591,7701,7797,7896,2233,2779,4902,33308,2283
Aug,91718,10017,7689,15362,4125,4683,1400,43276,48442
Sep,75235,4608,7535,24512,5711,3313,2120,47799,27436
Oct,27970,12667,7032,25639,3457,2287,3898,54980,-27010
Oct,67922,14706,4730,14342,9201,2748,1248,46975,20947
Sep,50755,11562,1031,28264,7699,3533,5372,57461,-6706
Oct,39416,13780,2767,22718,9459,2908,4789,56421,-17005
Jul,33672,12694,832,28462,8157,2679,2911,55735,-22063
Sep,66996,6809,5749,22672,3714,676,1527,41147,25849
Sep,94095,8345,7699,13937,5546,3623,4744,43894,50201
Mar,20064,2178,6221,19623,11833,521,3632,44008,-23944
Apr,88835,9771,6044,17707,8364,1152,3341,46379,42456
Feb,90385,9971,1821,27031,8219,3890,1640,52572,37813
Oct,25639,3929,6123,10928,8636,1282,737,31635,-5996
Mar,31055,4548,4552,26186,10583,667,5757,52293,-21238
Nov,79220,6834,2208,22081,8541,1561,5325,46550,32670
Nov,49427,2111,7000,16226,10274,1372,5053,42036,7391
May,84666,13411,4026,21858,9485,2281,3032,54093,30573
May,84274,9948,900,17168,3835,1896,2254,36001,48273
Jun,30866,2714,6607,29080,9013,1131,5309,53854,-22988
Jul,23889,11593,7539,19189,8955,2101,2110,51487,-27598
Jul,68226,13116,4130,11532,5205,3381,3618,40982,27244
Jan,51335,8034,3537,13702,3154,1950,4939,35316,16019
Feb,70547,3381,7352,15452,6108,2363,5958,40614,29933
Dec,46162,5127,4491,24328,11536,1221,1987,48690,-2528
Sep,44687,9483,1978,27016,4923,3836,5258,52494,-7807
Oct,30995,13203,2414,10384,11046,742,3694,41483,-10488
Feb,76488,3208,1557,22750,7084,3148,745,38492,37996
Jun,22631,13317,6891,22445,8262,4872,1777,57564,-34933
Nov,54954,2036,3493,7307,4868,902,2828,21434,33520
Nov,25967,3828,541,21691,4790,1953,2056,34859,-8892
Jan,84471,13252,5396,14188,10036,1496,2057,46425,38046
Mar,57116,5341,2670,14321,10899,4671,2722,40624,16492
Feb,54227,9006,526,5303,3007,3650,5810,27302,26925
Mar,21942,9675,4033,11486,2273,4913,2832,35212,-13270
May,67664,7347,3118,10566,7873,4001,804,33709,33955
Nov,48069,14133,1670,26541,11296,1686,3422,58748,-10679
Oct,34407,9890,7139,8891,7852,1881,1292,36945,-2538
Jun,79201,2809,4198,14046,10404,4924,906,37287,41914
Sep,74348,13264,7129,10724,8811,2354,4927,47209,27139
Dec,37878,6118,7542,20579,11487,2404,2852,50982,-13104
Nov,98629,3526,1210,27664,11389,4166,2537,50492,48137
Oct,75420,13711,3699,10350,3264,2448,3466,36938,38482
Dec,63168,2495,2923,14009,2610,4533,3216,29786,33382
Dec,74862,2424,2518,19025,10610,4027,3320,41924,32938
Apr,48004,4747,5260,14164,2786,2252,5146,34355,13649
Jul,40471,12257,5378,9133,5399,2237,3542,37946,2525
Jun,80167,3982,3398,14370,4482,2313,4502,33047,47120
Feb,85308,3468,6575,20862,7546,2454,1860,42765,42543
Oct,34568,9728,2547,5104,11069,4509,1553,34510,58
Nov,29466,8770,5702,29830,9571,1037,939,55849,-26383
Nov,77324,13992,2058,28955,7595,2890,4853,60343,16981
Nov,35467,3233,4094,19269,1693,2289,1282,31860,3607
Aug,95955,11989,2222,27985,10639,1690,3110,57635,38320
Jul,72948,10756,4552,28055,11582,4436,2314,61695,11253
Jul,36676,5019,2151,13561,8025,1995,733,31484,5192
Aug,51514,3304,7317,17389,2755,2687,2573,36025,15489
Dec,42650,10034,5722,24347,8033,3870,2931,54937,-12287
Dec,97701,2132,2278,13855,8693,1759,4988,33705,63996
Nov,30683,2448,7005,21360,11071,4575,961,47420,-16737
Jan,79819,8407,1183,22073,1847,3530,2251,39291,40528
Jan,24860,12022,1779,19214,5061,596,1338,40010,-15150
Aug,23729,12350,2794,11743,2195,1819,3709,34610,-10881
Apr,51351,13818,2510,7588,10704,1214,3284,39118,12233
May,82744,2849,1715,6535,6478,2994,4705,25276,57468
Aug,44346,7357,6245,19698,7332,3246,1851,45729,-1383
May,94155,5962,3082,7028,9154,4543,705,30474,63681
Oct,96700,11672,2393,23240,6648,1084,1594,46631,50069
Apr,26955,11092,813,19947,4320,1453,4805,42430,-15475
Dec,85642,6854,7943,24570,3457,3397,684,46905,38737
Jun,90290,3539,4494,7769,4450,2530,3292,26074,64216
Dec,64293,3899,5992,27469,9418,1093,5486,53357,10936
May,81336,4944,943,11486,2807,2331,4994,27505,53831
Jul,41662,6957,2171,12241,1418,855,3229,26871,14791
Oct,26408,7943,3416,24371,11067,2176,5573,54546,-28138
Jul,60403,5244,3766,13135,4155,3618,813,30731,29672
Apr,21225,8336,7925,19173,10110,611,727,46882,-25657
Dec,32196,10706,6409,27474,8364,4234,5765,62952,-30756
May,89786,3591,5177,17667,4818,4970,3593,39816,49970
Mar,35372,9953,7514,18801,3631,1344,4457,45700,-10328
Apr,37279,9855,5979,14340,4674,2673,4595,42116,-4837
Apr,74240,9795,5143,19373,10537,3578,3239,51665,22575
Mar,58187,10275,5727,22164,5630,3109,1426,48331,9856
Oct,68481,5742,3595,9405,7868,1883,3836,32329,36152
May,48475,4127,5060,7153,6513,4470,3621,30944,17531
May,64552,3601,5641,24680,2829,861,2608,40220,24332
Nov,87969,14809,7145,24697,10855,1178,2855,61539,26430
Jul,96534,3222,7494,25876,9276,3311,1036,50215,46319
Apr,26858,7690,2364,11296,4812,3322,4670,34154,-7296
Apr,94486,14521,1215,7583,1886,2231,1941,29377,65109
Sep,94474,3842,1391,8043,8594,1787,3899,27556,66918
Jun,45168,12483,4307,28953,11867,774,3852,62236,-17068
Apr,52099,10058,1000,27363,3797,1405,3646,47269,4830
Feb,91180,11781,3282,17036,5147,2382,1108,40736,50444
Jun,81455,7565,3140,22553,3131,991,1111,38491,42964
Feb,74240,13088,5002,24646,3759,1040,1520,49055,25185
May,94796,6488,1853,12036,11970,3386,5380,41113,53683
Jun,74592,10200,1202,21036,9932,4915,740,48025,26567
Apr,67458,14900,2833,11726,3876,955,2552,36842,30616
Mar,78046,8950,2694,9022,10903,1150,5834,38553,39493
Jul,36488,10906,7437,13392,1055,1812,2102,36704,-216
Feb,78841,3927,2509,23274,4362,1804,2904,38780,40061
Nov,20395,10301,883,29587,9998,4109,4989,59867,-39472
Jun,72669,6929,2558,26555,4056,1303,1914,43315,29354
Apr,30845,10457,2823,15168,5750,1297,868,36363,-5518
Jun,56059,7492,1385,20103,10198,3884,2576,45638,10421
Apr,38394,5223,2091,17262,6003,2512,1946,35037,3357
Apr,65906,8127,5559,18207,8905,3340,508,44646,21260
Apr,79332,7071,4898,11664,5103,3562,4016,36314,43018
Sep,57305,2954,2751,28691,7267,1580,4929,48172,9133
Jul,62628,9050,4940,27627,2781,1813,5545,51756,10872
Mar,41352,11541,2283,8556,1989,3145,2777,30291,11061
Mar,71993,3574,5421,12304,8552,4134,892,34877,37116
Jun,59386,12415,5885,26350,6199,2553,2351,55753,3633
Jun,76624,8668,4617,5365,4369,4014,5927,32960,43664
Apr,77065,9095,7482,29435,11270,809,1278,59369,17696
Sep,28539,14023,3083,20893,1377,1284,3931,44591,-16052
Apr,21263,9720,2229,20866,3377,2114,2198,40504,-19241
Sep,33305,5255,5715,5656,7045,1322,3754,28747,4558
Apr,73817,3058,7624,13352,1281,1827,4982,32124,41693
Feb,44398,3957,6064,20096,3919,557,3771,38364,6034
Feb,95801,8648,762,29750,7984,1748,3752,52644,43157
May,69107,6944,3131,20447,4594,1949,4111,41176,27931
Apr,52152,7058,7656,24854,2838,1017,3112,46535,5617
Jul,50624,13339,4326,25444,7570,2577,2345,55601,-4977
Nov,76132,4519,2930,26983,9406,650,4008,48496,27636
May,72979,13845,6169,21928,5730,2657,4392,54721,18258
Jun,78013,9913,7560,17046,3120,4173,3611,45423,32590
Oct,83797,4570,891,11426,3870,3013,4817,28587,55210
Apr,71798,13119,3436,6761,1785,2784,2366,30251,41547
Dec,36650,9450,4172,5956,8773,1894,1552,31797,4853
Feb,46014,5887,1039,29560,1937,2205,1426,42054,3960
Oct,96421,9703,1615,29175,10881,1672,4272,57318,39103
Sep,27434,8417,7209,13273,10448,2921,5821,48089,-20655
Oct,50028,11079,5778,22620,4112,1099,3542,48230,1798
Jul,86558,2744,1383,26295,7432,4004,4725,46583,39975
Apr,44331,8420,4823,19855,7698,2799,2595,46190,-1859
Mar,87573,5514,7116,27661,8437,4515,4340,57583,29990
Oct,94292,4930,2919,21830,5534,1996,1326,38535,55757
Mar,66326,7537,1899,23549,10529,3617,3987,51118,15208
Sep,24123,12871,2076,23003,6629,934,5195,50708,-26585
May,36603,8713,2584,23177,7171,3158,1269,46072,-9469
Mar,85941,2175,6553,18036,9461,4199,4470,44894,41047
May,62597,2565,5286,14365,2490,2823,956,28485,34112
Feb,83238,5217,7487,11005,7041,3395,1572,35717,47521
Nov,62719,6357,5656,18844,11313,2031,3275,47476,15243
Apr,61751,14818,6744,5645,10872,3666,5867,47612,14139
Oct,37693,7973,5809,5378,5769,1281,5130,31340,6353
Feb,57697,11586,2035,24039,7389,1925,2983,49957,7740
Feb,49992,7802,5253,12109,9601,3051,5715,43531,6461
Dec,83825,9034,589,24968,7641,3986,2798,49016,34809
Aug,29522,11412,7673,16925,10633,2823,3471,52937,-23415
Jan,65406,2947,7548,22524,8155,4921,4429,50524,14882
Jul,32121,10776,5758,25119,11450,1056,4900,59059,-26938
May,34219,13054,4690,19911,9983,1012,2142,50792,-16573
Nov,21617,11812,2154,22045,6342,3718,1517,47588,-25971
Aug,63016,5355,2401,26820,1359,4651,5586,46172,16844
Jan,70672,12541,3179,18163,5677,4615,4542,48717,21955
Nov,44276,7251,2670,29587,6139,4041,1963,51651,-7375
Jul,92240,5191,7952,26593,9614,3399,2011,54760,37480
May,75735,7847,865,5387,9312,4596,3973,31980,43755
Apr,37959,13399,4460,24407,3220,3460,4971,53917,-15958
Jul,48522,8716,7334,15111,5129,1752,4138,42180,6342
Oct,76087,12768,6109,17683,9262,1224,2221,49267,26820
Feb,29953,2531,2872,26119,4692,1806,1186,39206,-9253
Dec,46567,3231,7050,29675,5630,1259,4966,51811,-5244
Jan,80523,12185,5591,19310,9205,726,3983,51000,29523
Jan,82708,3697,1018,20209,6425,807,4750,36906,45802
Nov,42560,5370,5491,27855,4900,3878,4132,51626,-9066
Dec,78390,3545,6443,7771,9462,3509,5277,36007,42383
Jan,88149,13357,4210,9169,6892,2017,3777,39422,48727
Dec,56660,3437,6720,28647,6613,2031,4439,51887,4773
May,65104,10562,6877,27619,10775,2344,3444,61621,3483
Oct,77805,6504,1329,15055,1522,3168,3999,31577,46228
Jul,44496,7502,3133,9019,3817,1296,3418,28185,16311
Feb,23515,9608,7127,25654,5950,2279,1944,52562,-29047
Oct,24454,7997,770,10856,3839,1085,587,25134,-680
Aug,42873,7566,3486,19650,8889,1878,2029,43498,-625
Apr,93920,9786,4038,20927,8491,4857,3739,51838,42082
Dec,33727,10808,5064,17715,9014,4310,3685,50596,-16869
Mar,89070,6166,7275,21418,8691,4531,512,48593,40477
Oct,69979,6014,7190,18682,1442,3224,3428,39980,29999
Nov,45465,14371,5314,20260,7394,2347,5776,55462,-9997
Aug,73900,4256,1507,16831,9002,2737,819,35152,38748
Feb,79799,6354,2817,17164,11275,1541,4887,44038,35761
Nov,41330,5310,1104,12618,10413,3985,5368,38798,2532
Nov,28302,9399,7608,8380,11632,742,2183,39944,-11642
Mar,98443,2931,4973,26860,11554,2600,5519,54437,44006
Dec,92717,4329,676,28927,1894,1749,2949,40524,52193
Mar,32875,2393,2821,20163,3253,2237,4753,35620,-2745
Oct,47219,4465,2214,24560,3010,4169,883,39301,7918
Nov,56182,5277,1136,19725,7857,2418,4993,41406,14776
Jan,62269,7430,6670,13367,5993,4914,1596,39970,22299
Jun,99781,9002,3123,23537,5635,3254,1469,46020,53761
Feb,26457,12121,4655,9687,8808,1892,3020,40183,-13726
Jan,26749,10817,3278,18474,7997,747,3751,45064,-18315
Feb,53064,7988,7884,18201,11752,4772,4174,54771,-1707
Dec,29821,9509,4252,6586,10237,2185,693,33462,-3641
Jun,98655,7932,1160,13056,5833,2431,3344,33756,64899
Apr,27664,14849,4865,18590,3934,4516,5355,52109,-24445
Jun,49281,13071,3687,10422,9662,4608,1752,43202,6079
Dec,51821,13358,4840,25042,1371,3932,1294,49837,1984
Sep,44647,13614,5255,5952,7998,4884,3222,40925,3722
Oct,89918,12301,584,27654,2403,4484,2126,49552,40366
Dec,94944,11357,4170,10365,5602,4322,3341,39157,55787
Oct,47603,4781,1406,24255,4946,2581,5690,43659,3944
Aug,66458,12083,4021,17521,5673,1847,590,41735,24723
Jan,90605,13374,2375,15906,11712,632,4177,48176,42429
Aug,39623,3639,7179,7978,2007,4123,4672,29598,10025
Sep,64440,10973,4458,18750,1667,2354,4019,42221,22219
Jun,27704,14884,2636,15001,2446,3444,1820,40231,-12527
Oct,47460,12248,3096,15998,4966,900,3959,41167,6293
May,93511,12515,1353,17343,11099,1105,2869,46284,47227
Jun,26565,4274,7538,16951,11559,631,2968,43921,-17356
Jun,24870,12425,1006,19691,11297,4988,3093,52500,-27630
Sep,38909,12830,907,16520,5368,4940,2157,42722,-3813
Apr,29117,13479,5890,24354,6317,1303,3877,55220,-26103
Feb,87474,4480,1023,9908,8246,3767,4537,31961,55513
Nov,64322,12808,6113,16326,4029,4789,845,44910,19412
Nov,40128,8799,7250,6959,9232,4133,4381,40754,-626
Sep,89001,10547,3550,10182,6892,3176,2164,36511,52490
Feb,20440,14679,7091,5805,8190,1715,4373,41853,-21413
Oct,80955,6674,7186,8100,5804,2977,3272,34013,46942
Sep,69613,13538,7592,6575,7379,2764,1149,38997,30616
Feb,90949,5522,2897,16922,9317,1469,5880,42007,48942
Dec,31663,12659,3399,13791,1777,1100,5965,38691,-7028
Aug,39547,8104,827,7615,10027,4955,3206,34734,4813
Sep,20005,7819,2335,16563,10070,1832,2412,41031,-21026
Dec,27038,2163,1809,20040,5489,3216,4185,36902,-9864
Oct,26414,8922,7702,10626,7270,1281,5361,41162,-14748
Sep,89506,13826,5218,15738,8281,4308,2309,49680,39826
Oct,96586,14925,3035,22010,10028,1934,3760,55692,40894
Sep,22606,13855,6450,11884,9716,4838,2612,49355,-26749
Feb,36482,13446,2541,24195,10443,1516,1982,54123,-17641
Apr,91873,5381,6479,22994,8688,2719,1175,47436,44437
Jul,53948,4064,3034,16454,5241,3202,975,32970,20978
Dec,40875,8589,2692,16974,8330,4406,825,41816,-941
Feb,33057,14457,1255,13866,9926,3316,3763,46583,-13526
Jan,52400,9447,645,21432,7871,4491,2635,46521,5879
Mar,91458,5984,5616,22770,1168,959,4753,41250,50208
Dec,88607,5887,4322,23286,10340,4140,1796,49771,38836
Apr,47503,2339,4074,26106,9491,1031,5535,48576,-1073
Aug,43765,6821,2127,20015,6033,2477,781,38254,5511
Jun,66612,5781,5423,9372,1521,3777,1156,27030,39582
Nov,29428,5590,2358,8842,9809,4264,2710,33573,-4145
Feb,51419,12125,5222,28453,10909,790,3745,61244,-9825
Sep,85195,7130,4098,25695,9493,4075,1400,51891,33304
Feb,93695,9691,5891,29805,9844,2975,4926,63132,30563
Dec,59142,11837,7177,29190,4301,1012,643,54160,4982
May,91540,14420,1129,27850,5159,2139,3869,54566,36974
Dec,58289,12879,7524,12997,11829,754,4433,50416,7873
Apr,96948,9315,3666,16684,3279,3137,2987,39068,57880
Jul,78951,9733,4018,27752,10814,2465,3035,57817,21134
Aug,31755,7049,7058,23069,2681,550,1913,42320,-10565
May,23890,12318,4852,29523,1091,1299,1543,50626,-26736
Oct,37175,14633,4414,26517,4706,599,5831,56700,-19525
May,94727,6704,7929,13824,1960,2247,3083,35747,58980
Feb,85687,2638,6730,21267,5159,3011,4174,42979,42708
Aug,44288,9709,1404,23806,1843,736,1149,38647,5641
Feb,66629,7143,6055,24134,1218,971,5260,44781,21848
Oct,67800,3224,3117,13524,9895,2704,3791,36255,31545
Dec,57367,13897,3289,15071,7028,638,3421,43344,14023
Jun,97810,14102,607,11309,1246,3362,672,31298,66512
Aug,97754,6245,1542,13698,6109,1883,3521,32998,64756
Jun,88513,11741,1888,25596,9248,3595,2548,54616,33897
Apr,49022,7423,2176,22326,7124,2212,4578,45839,3183
Apr,89329,14337,5998,14781,7325,1450,3596,47487,41842
Jun,79414,8607,4755,22846,7307,4296,5823,53634,25780
Apr,21659,9407,4695,12471,11050,2873,3427,43923,-22264
Aug,77941,11697,764,19792,2912,1857,2394,39416,38525
Sep,57930,10073,4321,6991,5221,4924,5820,37350,20580
Jan,63473,10152,3297,18156,8374,2199,4476,46654,16819
Apr,75598,14622,3620,26774,1266,2636,5533,54451,21147
Apr,36040,11567,1176,14926,4482,4610,3762,40523,-4483
Feb,89806,10859,5394,21496,10872,3872,908,53401,36405
Jun,33286,7768,3986,28567,2531,1133,4049,48034,-14748
Mar,89139,4374,5678,7263,11198,2383,3875,34771,54368
Jul,75916,6090,6826,10254,5564,2816,4522,36072,39844
Nov,37600,3015,3206,7811,5228,1628,1077,21965,15635
Nov,22291,2335,6066,17571,8155,2886,4107,41120,-18829
May,33123,14953,4469,22217,10211,891,4677,57418,-24295
