Month,Income,Food,Travel,Rent,Shopping,Bills,Entertainment
May,94237,5708,1797,15845,10406,4117,3713
Nov,92498,14662,6282,10713,4942,1533,4515
Dec,58197,8376,851,25071,2800,2311,1791
Dec,68634,9930,6032,19083,11261,2507,3173
Apr,50041,12114,3722,20519,3377,4696,3017
Apr,27248,2637,2931,16138,8323,969,5600
Sep,22203,7866,7703,24429,3103,1824,4263
Jul,71986,8793,6969,28100,2271,3777,3548
Apr,45370,5008,964,7085,6020,2124,5687
Mar,55247,9216,3013,11533,1434,1735,2654
Jun,95922,12425,3666,21183,4598,618,3602
Mar,20434,9372,5753,7727,4771,2383,4118
Jun,82982,12317,2709,5376,9726,2504,4343
Nov,85180,7600,1055,11992,9572,1287,1020
Nov,54474,13649,799,19185,3150,2975,2144
Dec,44644,14481,4366,27084,5124,3267,1154
Sep,58493,13366,855,9690,6602,1927,541
Jun,23959,13880,5859,24178,6167,742,3411
Dec,67289,3399,1063,6065,6486,4538,4284
Apr,31143,12526,4509,8682,5049,4413,4451
May,59593,10003,5388,29021,1546,515,2323
Jun,59115,3505,1522,19793,5422,3282,5443
Nov,42540,7842,7229,22435,10943,2323,5920
Mar,55481,10441,7393,13820,5824,510,2808
Aug,97097,7320,1690,29464,4115,778,2013
Apr,42578,10727,6783,23757,1218,3442,5266
Aug,32787,13724,3710,18820,1125,4928,4236
Oct,92048,8443,2404,28146,10520,3291,1780
Oct,72879,5549,6878,13058,10415,2585,5424
Mar,30596,8952,2536,27852,5180,1606,3638
Oct,80669,10649,1526,19118,6160,531,719
Jul,39930,4738,755,8974,3770,3625,3894
Nov,67950,5369,2918,11659,10766,1236,4509
Dec,38687,6135,6921,29212,2942,2348,5459
Sep,72833,9983,3063,9841,5457,3532,4307
Apr,55989,13888,3451,23335,11606,4108,2532
Aug,50183,5411,6401,19583,2254,4640,2129
Mar,40758,7635,5831,25305,1987,3177,3749
Jul,21082,6069,7883,8424,8237,793,960
Mar,65891,8251,769,19733,11040,3696,789
Dec,65810,13579,7119,28109,9111,2071,1635
Jul,66901,5185,6147,19538,8955,3548,3013
Nov,91062,5238,1427,14517,6353,3439,723
Oct,41563,10452,563,22555,10509,4762,2945
Oct,92008,7737,5055,17508,2371,768,953
Nov,22775,11439,5635,8769,1360,1647,4958
Nov,35828,13525,7207,25015,9104,3842,2546
Jun,37974,13514,1542,7310,9549,1379,3222
Feb,42388,4573,5944,7343,8784,558,4598
Nov,38615,8853,5503,8386,9088,2997,5188
Mar,57886,2125,4688,24451,8729,4391,4375
Jun,42838,11421,5368,7339,3783,716,1190
Apr,60728,13403,1309,5683,1063,4839,5979
Jun,98000,13325,2541,6054,3228,2811,1348
Jan,72798,3306,3588,28595,11826,1233,3886
Oct,92776,4101,2146,23986,4849,3002,5201
Dec,90478,2135,5435,25398,7332,2921,5324
Jan,39622,12569,987,28685,4938,3877,2968
Mar,33536,9311,7761,5348,2515,873,5745
Aug,87136,3459,3581,21362,9771,611,1928
Aug,25700,6231,2247,6022,7313,3040,2815
Nov,58839,9656,1248,5503,11523,793,4425
Apr,30248,2812,4337,13277,8786,2969,3115
Jun,65291,9900,1027,16514,11605,2698,1238
Aug,37177,11043,1667,18576,3158,3768,5725
Jul,39483,11936,5149,5522,3125,667,5251
Nov,63815,12130,5110,16884,7396,3653,2718
Jul,58533,9568,4041,23892,3283,569,2852
Apr,20026,2870,4972,5017,7236,1925,3739
Sep,80611,10826,4239,28807,8809,3072,1374
Dec,44660,2668,6304,6268,4105,2154,834
Oct,75103,3293,983,6176,4552,2759,1678
Jun,72253,13280,951,23016,4475,601,1129
Dec,62082,10460,4569,17745,2838,2231,580
Nov,36258,11052,6155,16961,9413,1861,1409
Mar,35389,10673,7430,8613,9053,832,949
May,47685,13482,5694,21498,1895,2752,3570
May,79220,5390,7707,13944,6609,4824,3470
May,47195,11453,4897,11590,6913,3760,5929
Aug,41797,12524,6171,23784,4411,1622,4578
Sep,91310,10294,3633,11768,4008,2457,2479
Sep,86332,13986,2273,23972,10176,2459,5275
Jun,82907,7549,6122,5321,10824,959,3895
Jun,27188,6887,1498,12626,4670,1717,1229
Sep,43696,6334,7912,17513,3890,1430,3799
Apr,22024,12884,2565,22217,11235,810,3511
Jun,93202,7684,897,13403,7285,3389,3520
Apr,55985,13863,5602,14448,2408,2258,1513
Nov,26584,11073,7237,21542,4872,4841,5275
Jan,47044,8750,6832,7619,5677,971,1820
Jul,25285,4235,2303,6347,10527,4917,3764
Oct,83115,6983,2651,8164,8446,4736,5108
Nov,27370,9752,2446,18559,7489,3680,5628
Dec,37903,13226,4217,28197,4458,2860,5182
Jun,52499,7019,3915,5910,5397,1644,5443
Sep,42995,10041,1894,12166,6883,598,3408
Jul,55200,4577,4628,7451,9088,4149,3543
Jul,90402,2675,7392,16995,8406,993,2690
Feb,33566,4439,2921,5403,4600,2657,2741
Dec,57822,11873,4419,15033,8071,2677,3069
Nov,71222,7587,7845,23074,6468,1923,4004
Sep,70668,7945,3583,8485,6007,1005,5649
Oct,83853,11468,3288,18751,10567,4805,1802
Sep,74643,6767,2344,14448,7297,860,1289
Jun,42333,9004,2304,25672,10725,653,5661
Mar,35958,9728,1389,18410,11144,1032,3799
Jan,72442,13439,3003,19262,5690,2511,2464
Apr,40954,8609,2393,14834,6686,2857,916
Mar,95174,6934,2166,29500,4496,3283,3772
Dec,29675,5648,4844,21906,4472,2469,1844
Jan,51661,9131,7091,25829,8226,2847,3237
Mar,84289,3312,3565,27843,10357,4936,2915
Apr,37184,11265,5575,28470,5561,1134,3145
Aug,67963,6099,4141,6944,8614,3101,3107
Sep,45822,3654,3575,24955,3358,1692,1304
Mar,82303,13939,1759,6560,11342,1236,3265
Jun,96465,14280,2720,9747,11267,2936,2452
Oct,25267,12085,5941,12154,11373,1708,3897
Nov,72647,8018,2918,19089,9250,2558,5418
May,82814,3285,6167,21976,8257,1107,2463
Jun,56025,9852,3338,17085,7213,3565,4905
Apr,97605,10726,3296,10327,11150,4249,5298
Oct,20981,9046,1286,22139,9376,4826,5980
Jun,63436,13639,3867,5496,8605,2537,3075
Jul,38472,7180,5435,18060,3619,2685,3874
Sep,39336,3379,2947,20656,10872,1496,5292
Oct,45587,2645,3629,23805,1577,3078,4213
Jul,97192,10215,2398,6598,6243,1679,4248
Jun,73013,7412,7191,9127,9262,2420,1104
Jan,29665,6652,5003,18123,1555,3731,3850
Feb,47097,8834,7284,28400,1851,1832,4296
Jan,72474,6451,4084,10551,10410,3244,3200
Sep,91973,8103,4659,8590,4640,2760,2150
Oct,45185,9084,7217,17973,2912,3998,4916
Oct,95911,14862,4449,21845,3730,3913,4048
Sep,50484,6124,2967,9966,6419,705,803
Jul,65610,2364,2693,20319,3365,2309,1018
Feb,70807,4655,7939,29943,8538,1399,5522
Jun,70907,10600,516,16515,1266,1247,4530
Nov,77389,9433,6741,21549,4916,3129,1440
Apr,45835,3314,7095,6728,8328,2942,3378
Jan,73790,7272,3522,29080,10592,4932,579
Jan,96960,2218,5493,9697,3326,2261,5903
Dec,29643,6703,5611,20730,3801,4874,602
May,95846,7131,1766,16366,6552,2796,1228
Dec,38951,3539,978,23557,3034,2231,4737
Feb,35233,5433,4796,5037,8453,4498,2950
Apr,33200,3602,4477,25827,1984,3459,1455
Jan,72275,4704,6568,12486,5099,1438,4160
Apr,96068,7064,4044,7021,7463,2664,5365
Nov,41291,5648,4774,11880,2075,3373,5414
Jun,62448,3105,7151,9521,2023,1950,1239
Oct,50580,7736,5048,13839,4897,1703,4757
Apr,41346,7812,6913,8302,7970,2372,1093
Jan,30619,13603,7901,13511,9471,4991,4049
Jul,21766,4488,985,25991,2111,3524,1062
Feb,23549,10808,4588,11368,10375,2555,5510
Sep,38693,14513,6619,15745,6080,2691,2199
Mar,82019,4418,5173,14914,8981,2178,1224
Aug,68328,2027,837,14948,3075,4882,1933
Aug,97701,13247,1360,16870,4942,3037,1842
Mar,45301,10207,7400,10873,1271,2165,2395
Apr,64763,13540,7400,12498,10315,4626,4983
Feb,40765,10524,2503,28556,10419,3511,4600
Apr,64787,14770,1971,10635,1189,743,2782
Nov,27425,9977,7227,25231,9737,639,874
Nov,32857,6661,2542,5764,11533,2948,2822
Nov,72771,12353,3928,27690,5014,1224,1894
Sep,42444,12277,3620,22036,9142,2064,5508
Feb,61457,6549,2019,17272,5943,4759,4373
Dec,99741,5953,6989,28428,5866,603,2055
Dec,20704,12981,1201,20143,1768,4547,1423
Mar,25452,6261,4888,16794,11923,562,1340
Nov,58862,10123,4535,15321,6166,2562,2230
Nov,81471,12444,4244,25348,10202,4369,4572
Apr,89217,6973,1673,25995,8589,4065,5223
May,38300,10436,2105,27143,5798,2726,2551
Jan,29566,12086,6164,29762,1464,2046,4410
Jul,27501,3356,7439,5145,3600,4572,2047
Oct,21845,11134,2379,10101,1916,4146,4478
Jul,59181,5467,5617,9247,10644,2290,2953
Sep,77263,8964,5879,14578,7126,629,1936
Apr,98766,9067,3893,9188,8151,3515,3760
Jun,83038,13384,2624,15779,1065,1426,2864
Nov,54404,3745,5729,7696,11794,2480,5114
Feb,42564,14697,7460,13240,10917,2225,1423
Dec,77435,12549,5491,19190,10691,2319,1950
Dec,38227,5879,7294,24713,2904,2707,2045
Apr,67475,5777,5142,16781,8193,3788,5286
Feb,37215,4115,1946,15780,5571,3395,5567
Oct,91074,8257,7037,24865,7716,2256,5568
May,41699,4267,3806,9641,10078,3037,4313
Jul,32454,4267,3901,10559,7973,2827,3404
Jan,68217,11688,4283,6260,4808,2628,2758
Oct,41711,12988,2872,22033,8565,3696,4364
Oct,35059,9086,650,16631,8861,2717,5042
Jul,68398,6481,2159,8048,2960,4153,569
Oct,21286,9465,6639,7023,3747,3661,1824
Jun,54297,2929,1378,25654,1043,2927,3639
Jun,46485,9773,7699,26717,4842,4759,2829
Dec,79967,5324,2819,7074,5705,914,5773
Aug,74583,14692,3383,27421,2888,4594,867
Aug,71630,6587,6441,17434,4898,4750,2383
Jun,47086,2356,4495,18155,6883,2335,5808
Mar,36484,6310,2915,7312,9911,2568,2588
May,88623,6064,2015,8474,1690,3370,1184
Feb,79263,7499,3887,19171,11137,1522,5576
May,38675,5841,1089,8260,7842,898,2273
Sep,80664,14122,1087,26222,9301,3477,4213
Oct,44680,11018,3119,21341,5558,3419,3064
Jan,37077,7333,5987,10618,9706,4470,4441
Oct,58174,8671,6723,17997,8720,628,3701
May,96968,9059,6505,6350,9828,2032,2420
Dec,23491,2665,1695,14285,4328,1550,1187
Jun,66126,8853,4853,11048,6312,3452,3593
Nov,23392,12220,2826,29315,1626,843,2588
Jul,82257,13883,7147,13141,1069,1924,652
Sep,87804,12774,6352,16288,11698,1103,5153
Jun,58400,2553,3105,28707,8549,2090,4528
May,56551,10519,3038,27161,6613,4751,1570
Dec,48088,9045,6204,6854,11042,2648,4290
Jul,45465,11380,1065,23650,5319,1247,4598
Jan,68155,9283,2256,21944,6961,999,5371
Nov,25969,2149,4575,12546,4977,3856,1559
May,28981,14944,1860,26371,8500,885,3358
Feb,41032,4853,3068,20553,9059,4733,4591
Apr,74091,12128,2873,12207,7784,4843,4838
Jul,44408,14580,1695,11486,2634,2235,4321
May,44241,4736,2631,23767,3543,3057,1941
Dec,67940,2956,3388,11147,8353,1678,2766
Jun,71105,13440,6143,15017,1768,1379,2748
Feb,81050,7180,6100,20094,6764,2005,4989
Mar,23657,10607,2067,12664,3603,1506,1100
Jul,41230,13646,3910,19573,1991,4157,1335
Nov,38680,4645,2867,6683,10920,2805,899
Feb,62340,5774,6947,14390,11220,772,2828
Dec,55950,7013,3843,6009,10721,3395,1507
Jun,98515,2084,7333,20820,1488,3595,1266
May,27867,3935,7781,14899,9179,3372,932
Oct,98542,11608,7050,23656,5152,2106,899
Jan,24329,11262,3597,7612,1511,2947,5621
Dec,55865,13604,1760,28808,11343,3351,828
Nov,86940,11713,1833,12226,11796,1824,5230
Oct,57869,8749,7327,27447,11299,2557,2271
Nov,86905,3501,4828,9341,6697,4402,2112
Apr,86252,14283,7665,22926,1734,3622,4673
Nov,99386,8569,5144,22621,6678,3266,4927
Feb,21711,4473,3836,16167,4309,2654,4745
Apr,45801,2735,3584,10709,9562,2229,2504
Jan,73270,4838,7139,18240,11265,3222,3510
Feb,91622,4562,3887,7263,5701,3394,4745
Aug,75535,5906,5213,21666,11493,3863,2108
Jun,96759,3272,7491,12998,11022,2340,3618
Feb,36220,6836,5601,21315,2859,2461,861
Dec,33392,3862,2931,12740,8719,4924,2216
Jun,22246,6226,1516,15812,1916,3175,2921
Oct,40010,11955,1141,24670,7909,2439,4690
Sep,88358,14610,4562,19228,8264,513,3961
Jul,37234,11014,815,29747,7681,3558,4481
Sep,69451,2542,2803,18532,3662,1245,2629
May,95205,8209,940,6882,11826,2510,5228
Jul,41784,4765,1638,11187,5692,3113,2960
Nov,49672,9268,6942,23659,10429,3446,2550
Jul,21082,12270,1414,19652,11352,3682,4608
Dec,31148,2884,5743,28258,2335,3986,4759
Dec,47494,14478,2803,28886,11808,4578,5212
Mar,95093,5649,7294,13792,6050,2407,1868
Jul,71952,14702,6337,25174,1761,4491,4761
Jan,56719,8890,4642,23407,11892,2147,3646
Sep,68737,5571,6348,21850,3131,3163,1160
Oct,79453,5933,6450,8950,5814,2382,5742
Jun,59536,7856,7546,8889,11145,828,5062
May,70604,5666,7106,23976,10140,4867,1015
Jul,70833,11913,3921,28016,1301,4770,1219
May,34039,10566,5742,14211,8740,2705,671
Oct,87839,2557,2578,27742,11780,2187,1969
May,67931,11472,6603,22931,4694,4829,1673
Nov,59925,13615,4650,28553,3701,4736,5166
Oct,71003,8040,2700,26133,10667,2666,5400
Nov,68897,3128,5051,18089,9805,881,1674
Jul,62287,3360,6929,20566,7214,4092,4244
Oct,53012,13789,535,9436,6644,1933,4708
Jul,61783,7420,1317,22087,6520,4644,5851
Nov,88315,11292,6529,27934,1668,4381,2441
Mar,66491,11726,6416,13497,3128,3941,4531
Mar,78584,7349,2446,12636,7738,3904,1897
Oct,32803,4625,4456,16979,1217,4744,4521
Dec,69625,14319,4851,14065,9940,2704,1197
Mar,33698,11823,2725,6581,5220,2699,2274
Jun,54560,2057,3825,8957,9392,4032,5866
Dec,35376,11319,1007,9590,3621,4971,3711
Jun,33117,10503,4245,24716,6139,3229,3973
Mar,76381,13909,4616,19913,1721,1095,4563
Mar,57956,7848,4377,23069,10143,4410,3254
Aug,68786,12193,6718,14797,2881,3996,4951
Aug,86480,4737,5314,12531,11419,3619,4834
Jul,51695,7493,959,18825,2432,4300,3553
Oct,21511,5877,6603,11911,6181,3136,5108
Apr,73233,4282,5797,10731,3320,3570,3180
Apr,42502,8786,1905,22279,7950,3323,5619
Mar,70010,13375,4595,19790,10968,1992,4103
May,93905,7508,5656,18455,8177,3816,3844
Mar,66489,3431,6590,16455,9890,4402,5796
Aug,51949,13317,7787,29416,1621,2809,1929
Jul,88376,14526,2536,17045,11779,4360,2661
Mar,99587,3775,6534,23730,1459,3713,5524
Sep,87310,11510,3177,8531,10276,3796,526
Dec,98798,6207,6644,15666,8225,4092,4271
May,89407,13351,2244,23245,9491,2023,1941
Sep,93809,11520,3483,9852,11736,4055,5187
Jul,37229,6385,2858,21414,10467,4759,2727
Jul,47385,8351,1731,19281,10622,1474,1066
Jun,62176,5974,1677,20770,9141,2170,746
Feb,23260,7905,1261,19387,6375,4729,2023
Sep,23145,6677,5278,21626,4452,4394,2864
Jun,27802,6465,6958,28302,8312,3303,5852
Aug,22263,10411,2854,17973,11580,2031,5554
Jan,46913,5302,6123,18923,6925,4316,4465
May,77788,8945,5214,10511,2821,2712,4192
Dec,28155,13058,4226,10508,7431,4579,5581
Jan,20922,12088,2043,9668,1988,1081,2273
Oct,92231,14636,4177,11087,9405,4057,3437
Nov,40672,4302,2433,12015,1531,4029,4390
Aug,58526,14739,3668,29020,3917,2882,1591
Aug,65344,8285,4061,11662,7885,3184,1246
Jan,39014,14376,4602,16614,4619,730,2074
Sep,93352,6966,4357,9003,11176,2383,4940
Feb,60324,5726,7679,5598,11450,4598,4101
Dec,58698,4042,7157,23579,11410,2411,2599
Sep,97169,10714,4517,5069,7564,1184,4016
Jan,43384,12899,4944,13139,11301,4676,4305
Dec,23512,4998,3464,14585,4060,2455,3352
Oct,26066,9971,1530,8659,10800,1798,1091
Sep,51500,14113,3047,10634,3524,4983,1192
Apr,98743,2909,3022,23665,1689,1868,1663
Sep,99858,14729,5119,11822,11291,2766,4292
Jul,74800,6133,2375,8682,2100,1151,908
Nov,83140,3880,7724,7683,9310,2610,2882
Jun,22387,13471,1089,9562,11960,3598,5900
May,76160,14497,2780,9652,6301,3255,904
Nov,79241,4560,7434,18181,9697,4235,5242
Sep,93567,9527,3601,26315,8817,4548,1983
Feb,21799,7696,2914,14502,3200,1677,5658
Nov,55548,5072,4397,9713,10233,2757,2622
Dec,53895,14018,4178,10413,1496,1542,1364
Feb,60379,6476,2343,26984,5174,3056,2084
Nov,65414,13067,4651,25487,9250,4184,716
Dec,93071,13098,6653,7075,6530,3435,1242
Sep,88344,6489,2438,5782,7969,2123,5013
Dec,98591,6491,2694,25190,2653,2584,4338
Mar,24297,10736,4959,14525,8246,2954,3774
Aug,25008,8855,752,16909,10898,2971,5251
Nov,36820,9401,7583,19962,1243,2885,1363
Sep,91548,5097,5872,20853,3255,1794,4482
Aug,42253,13817,1966,22441,7999,4568,3355
Apr,49202,5505,1235,7054,10866,1418,4546
Dec,49236,3084,839,19375,7743,2103,4184
Jan,87156,2552,4087,16593,3692,3495,4891
Apr,80263,7560,1876,18196,7073,3886,949
Sep,94855,3153,5219,7109,9230,1581,5847
Feb,36575,14130,1204,28667,4247,875,2650
Mar,32204,7473,4224,6320,7621,1908,1615
Oct,31952,4245,4918,19714,2615,2603,3337
Aug,71142,3686,5759,29233,1019,516,3928
Jun,53872,7835,3408,20987,1220,932,2693
Aug,49376,2693,2474,9417,4771,4550,3838
Jul,86084,9538,1968,8699,8321,736,2666
May,31640,10091,2642,22116,7606,806,2026
Sep,46437,13982,1052,18668,8576,523,763
Apr,27903,7835,3991,11562,9442,3809,1799
Jun,46863,10689,6133,24933,8828,1513,3918
Feb,63381,12287,1289,18647,1506,1180,3536
Feb,48548,8794,1673,21359,5741,2348,3212
Feb,69956,10804,1052,27547,10060,2015,1286
Oct,94526,14159,3922,27939,5587,1451,5488
Jul,31467,10567,4711,19202,7438,914,4469
Feb,77954,2805,1131,26762,7600,1923,2909
Dec,43901,2920,7904,13796,10361,2947,3546
Feb,75983,5604,769,6722,6357,2688,735
Sep,43301,3443,1360,15596,1739,3691,3834
Jul,89903,9048,790,19536,10982,949,1574
Nov,36204,3545,1957,16674,9615,3435,4946
Mar,39755,3210,6652,20647,4055,3676,5012
Mar,79817,12272,6370,7812,5387,591,3390
Jul,22093,8212,1129,14773,3203,3099,1243
May,89537,6687,7507,28921,11175,3451,4443
Oct,42940,7310,6443,7278,4922,3625,1505
Jun,93346,12340,974,20454,11589,4218,512
Dec,64040,11700,5132,7350,2957,2037,2350
Aug,57322,2913,4580,8623,6326,3668,5401
Sep,29236,4780,5280,11530,2789,2395,4103
Jan,92597,10581,2260,22098,7401,684,2760
Mar,23902,9732,3582,20987,1584,1956,4865
Nov,54364,14241,5208,5924,7178,1994,1483
Jul,40096,14447,7420,24546,4200,1648,5369
Jun,32020,6987,4474,25537,2342,3905,2459
Jul,78473,5625,3898,9529,5190,1787,2728
Aug,64153,11262,6549,17270,10400,2738,2262
Jun,61277,9326,7238,23953,11639,2373,1788
Mar,58502,14983,2823,7815,5785,2250,1516
Feb,35675,4570,7013,28356,10357,1744,2653
Dec,44365,5737,4061,9578,5756,2746,5082
Jul,98229,4779,2892,9462,7025,673,4999
Dec,72148,10530,4344,5888,8455,4812,4985
Dec,88078,3976,2915,27332,11497,3777,1107
Dec,90902,13628,4304,24862,2062,2521,4544
Nov,46465,2794,5930,24973,11039,1896,4718
Jan,52286,3722,5326,18642,9717,673,3336
Mar,74795,13411,2124,6723,5502,3894,4632
Dec,60178,2898,2008,22642,10574,3123,1209
Nov,99183,2102,4610,28410,5981,3388,1266
Apr,69986,13051,5353,13602,7612,2746,5098
Jan,63201,14380,7331,23614,5968,3578,4098
May,63315,9453,503,28838,7066,3551,3464
Oct,95396,11639,6465,16386,6400,2199,591
Mar,75178,14406,3947,23444,6684,1462,599
Feb,30745,4032,5988,25282,11914,3591,3524
Mar,92354,14224,6084,7613,7838,4284,1185
Aug,99637,8172,3080,28399,8353,2344,2250
Jun,25028,13252,4291,15004,2987,3751,4448
Jul,68566,3534,5581,28082,5067,2250,4169
Dec,63722,9197,1660,23186,6068,1392,893
Jun,94974,13039,1333,20980,5104,714,1093
Jun,59879,13401,7006,17098,9877,3929,3381
Dec,44767,6570,2498,5677,8806,4144,1385
Mar,88099,8706,6550,16102,7654,3115,3552
Dec,68657,13655,5835,29471,11741,1105,1004
Aug,28498,2434,5987,26097,4734,1051,5736
Dec,93667,11449,6760,12730,7804,4914,4250
Jul,45107,10246,1702,15443,2241,3013,2277
Jul,48793,11122,7913,8004,4500,1677,4937
Jun,22696,12991,2675,20402,10853,4946,3997
May,73839,10503,1881,13986,11242,1983,633
Oct,43397,9256,4673,5728,6730,3811,3425
Aug,27704,11148,3288,19173,6530,4785,4807
May,36442,8461,7960,19841,4261,2045,1084
Sep,83788,6083,3321,26118,8264,1996,1936
Sep,29765,7996,4677,5190,4843,572,856
Jan,30002,6852,841,19089,5825,4536,5696
Jun,31390,4512,1861,26378,2981,2726,3854
Jul,64436,7528,7462,15188,1647,1590,2250
Mar,26641,3263,7221,15299,4923,2116,2200
Jul,53709,7951,4691,25250,11896,4672,2209
Nov,59309,4747,7812,18690,2982,1487,4181
Nov,35624,9280,7220,18740,11120,2615,1036
Jul,29966,12974,5116,15301,6255,2091,2968
Nov,54189,3093,1495,11039,11749,1087,650
Feb,91301,12978,856,11445,3019,1342,2255
Jul,37223,13007,685,13829,10014,4149,3050
Jan,98183,5763,2193,9045,5674,4116,1387
May,24959,9351,3090,27699,9071,2065,3495
Sep,47257,14227,6794,10624,7980,4109,5338
Jul,70802,12515,1842,25542,11756,3429,3062
Jul,47215,2232,2191,16011,3832,1221,2108
Nov,75046,4101,1582,25495,10212,2304,1741
Dec,54094,14544,2557,11834,10273,4919,707
Feb,58669,4028,3404,14033,8102,3694,4332
Aug,56126,8233,3695,25335,6991,1154,3861
Mar,99036,9926,4951,26604,11214,644,3399
Aug,36772,3929,3917,25442,5208,2196,5904
Mar,68586,11650,7437,8247,4675,4739,4087
Oct,71943,11840,6880,22600,2779,3211,3255
Jul,88868,10599,2880,27476,11011,1392,3225
Feb,69855,5340,516,12980,5696,3064,4534
Apr,42218,3977,823,10586,5537,4790,2779
Nov,77205,4413,2570,28460,9419,4054,1488
Jun,24959,10026,1430,12940,1873,2160,5476
Nov,65134,7418,5054,23606,5766,4046,3359
Sep,45874,8025,6079,14449,4428,3276,4802
May,21301,6937,7164,12979,10483,4420,2149
Sep,78017,11952,7362,6514,6604,1636,2908
May,63319,5597,5152,29992,10219,1799,5970
Oct,42455,3378,1944,17738,4549,3023,2920
Aug,24112,2620,4536,7883,9312,3749,1624
Jan,77033,2929,902,8826,9933,2160,1028
Jul,78360,8544,3902,17567,4881,1814,1771
Apr,52145,9572,5052,9339,10701,933,1919
May,52735,7826,2006,5674,10434,2358,4673
Jun,92781,2974,2021,27673,5789,1210,2235
May,87641,14679,3598,20426,8445,637,4636
Dec,41711,14639,2944,21486,5352,4060,5800
Jan,25630,13045,7855,15549,8471,2253,4885
Dec,85488,3689,2687,8993,11282,3356,1648
Sep,23206,6671,3068,17219,8059,1684,5854
Feb,76289,8920,3293,8708,6649,1233,2023
Sep,38953,8776,591,6495,10904,2351,3261
Oct,30068,14810,6720,8392,11827,1853,1210
Feb,98930,10917,5447,16698,6008,894,1460
Sep,75916,10353,5863,12537,8317,3017,5418
Jun,21067,9784,5440,7785,9785,3827,4209
Nov,70658,2658,5262,27203,2033,4554,504
Sep,72165,4897,2253,25043,1211,2566,5419
Jun,29859,7668,5554,26264,7057,746,617
Jun,49164,8225,5584,10588,10597,3638,3291
Nov,40773,14811,5392,9802,6508,841,5256
Feb,77295,14291,6281,20211,6017,3471,5933
Aug,53939,4542,6460,9891,9122,4268,5820
Mar,68599,11770,587,17760,9125,2934,2066
Jul,26114,14186,2141,8525,7479,841,5262
May,32818,11266,3462,24901,10113,607,3872
Mar,29335,5205,5913,9777,11231,2296,3829
Jan,75008,6044,2642,9189,11391,3024,5681
Aug,91745,5433,7920,18023,5062,2884,5611
Mar,63148,8711,1050,28317,8348,4031,3208
Feb,23577,9384,2946,27521,8942,2860,1685
Jan,93916,2877,7410,27638,8945,1108,5632
Apr,24076,3091,5673,23297,4238,3141,3846
Aug,52925,5059,2451,15649,2493,2847,5012
Mar,71869,9007,2790,28719,2577,3239,1647
Jan,79314,7262,5729,18877,2597,4831,5465
Apr,61205,9513,4337,6150,3428,710,3566
Sep,31095,3674,1123,19301,1312,785,1115
Jan,76680,11800,4257,9137,11634,2970,3620
Dec,48400,4826,5296,25520,7686,993,1526
Nov,87346,11409,3792,29113,5075,1517,5529
Feb,48562,5052,4332,6510,1003,3990,3570
Sep,60663,2313,3111,18982,8061,3384,1261
Feb,38510,10921,661,8915,10077,3314,3130
Mar,81608,14231,2492,19734,6218,2489,4866
Jul,92489,2383,2582,27709,1191,1022,2505
Mar,72182,7884,3513,24636,3380,2866,5322
Sep,46883,3812,536,15957,2235,3950,933
Jun,91427,4324,1345,8938,8762,2156,5117
Mar,55844,7248,3376,23895,8931,3564,3416
Sep,38728,5429,7266,6073,3403,3242,4462
Jan,31094,12937,5796,7192,7021,1089,3037
Oct,22407,12056,7164,13207,8420,1134,5405
Mar,75412,5291,3846,12383,7734,4540,1722
Jan,32644,9173,4554,10171,9453,707,5031
Feb,80746,6846,4700,13298,3369,2733,2764
Dec,72748,8767,6799,25698,3467,1476,2033
Aug,79021,2227,835,11480,11126,2564,5293
Jul,82651,8073,3597,17658,5427,1813,1291
Feb,56807,12256,6553,7857,2259,4849,5868
Feb,54072,7704,2843,9349,3054,1470,3656
Sep,58398,10203,2060,6428,1533,1979,1552
Jun,48669,9765,5481,11723,3119,1670,2584
May,50161,3522,4664,19010,2523,3685,3054
Oct,27282,2691,5946,28163,11857,1899,4103
Jun,46539,13897,4746,20718,11378,3893,2181
Sep,23307,3739,7500,19809,4457,2875,2807
Nov,37745,3525,7220,18272,3589,4944,4222
Jul,59433,2069,1161,16828,5419,698,3826
Oct,54555,8251,5939,16663,8092,3748,2536
Oct,21073,12440,5352,12856,7744,1647,3657
Sep,52683,5123,7095,16223,2940,4535,4225
Apr,45741,6724,7213,28684,4736,2782,3181
Feb,42286,13522,4239,11645,1072,2225,2464
Dec,23599,9649,3683,29054,3887,1817,2959
Aug,47293,3287,7278,7921,6357,4468,921
Apr,35389,10767,1985,13166,10179,3589,1458
Sep,32318,12364,6583,28628,2345,1926,5952
Apr,68875,6954,2909,17637,10978,2928,2546
Aug,23055,2744,4798,18766,10223,2341,1094
Sep,26320,12719,3034,5878,3006,4393,5768
Sep,24642,8275,6099,15704,10422,2644,2717
Oct,29321,13265,503,13502,9602,1993,1848
Apr,99968,14402,5748,20266,11497,1204,3329
Jan,79618,6576,3597,20300,2819,2268,727
Mar,46044,7076,3348,6321,7794,1569,504
Sep,41971,11216,5572,16588,8213,4374,651
Apr,45727,2941,526,25759,4092,2783,2768
May,42559,7050,5661,20046,6289,1268,4752
Jul,93820,2767,1464,26389,3591,4223,3829
May,47476,4438,6707,15806,8583,759,3577
Apr,82683,11025,3596,13462,3502,3443,2825
Feb,30991,12382,571,27020,9853,2087,4471
Feb,90047,10819,6101,10220,10421,583,1504
